0.9261 15.585
0.993 15.427
1.8915 14.288
2.0032 14.112
2.1318 14.051
2.2094 13.980
2.3995 13.816
2.5382 13.720
3.0673 13.311
3.2058 13.199
3.3401 13.071
3.612 12.947
3.736 12.922
3.8086 12.861
3.8359 12.768
4.8232 12.263
5.8184 11.723
5.8244 11.688
6.8158 11.309
6.8165 11.307
7.8058 10.88
7.8196 10.983
7.8638 10.937
8.7818 10.83
9.7831 10.621
9.8293 10.488
10.7834 10.399
11.7892 10.212
13.7878 10.006
13.8228 10.049
15.7927 9.931
16.7798 9.94
16.7929 9.908
17.7803 9.916
17.794 9.893
17.8468 9.931
18.7831 9.895
19.7747 9.968
19.8166 9.931
20.7825 9.972
20.7918 9.96
21.7864 10.081
21.7999 10.023
22.7812 10.068
22.7833 10.05
23.7857 10.093
23.8668 10.176
24.7663 10.198
24.8217 10.227
26.8077 10.389
27.8297 10.465
28.7573 10.613
28.7935 10.567
28.8029 10.675
29.7701 10.649
30.7742 10.803
31.7608 10.899
32.7588 11.048
32.8184 11.048
33.7531 11.17
33.7628 11.158
34.7521 11.28
34.7643 11.295
35.7472 11.401
35.7985 11.463
36.7956 11.593
37.7442 11.701
37.7954 11.71
38.0784 11.678
38.7431 11.763
38.7917 11.83
39.7436 11.914
40.7484 11.929
40.7928 12.072
41.7379 12.15
41.7934 12.166
42.7439 12.232
42.7855 12.264
43.732 12.309
46.7325 12.635
47.0647 12.575
48.0631 12.669
48.7354 12.717
48.7861 12.758
50.7254 12.817
51.0381 12.843
51.5106 12.828
52.5056 12.925
52.7832 12.976
53.7137 12.962
54.657 12.941
54.6578 12.958
54.7221 12.953
54.7274 13.008
54.7358 12.958
54.783 13.091
55.2398 13.110
55.2406 12.979
55.3175 13.012
55.7192 13.105
55.7676 13.105
56.3099 12.983
56.3107 13.009
56.713 13.070
57.792 13.079
57.8558 13.101
58.5833 13.143
58.6534 13.131
59.3861 13.125
59.453 13.150
60.456 13.166
60.5205 13.176
60.5266 13.225
60.5274 13.168
60.7834 13.156
61.5234 13.234
62.5308 13.198
63.0037 13.212
63.062 13.219
63.0697 13.201
63.0705 13.175
64.1334 13.350
64.6006 13.145
64.6014 13.206
65.2699 13.296
65.7359 13.304
65.7367 13.220
66.0056 13.317
66.7418 13.291
67.1407 13.284
67.1415 13.251
67.8794 13.328
68.0097 13.384
68.0105 13.287
68.1555 13.312
68.2126 13.354
69.6151 13.319
69.6159 13.312
69.8853 13.359
70.2171 13.347
70.218 13.320
70.3564 13.360
70.9572 13.373
71.0208 13.337
71.0216 13.310
71.0893 13.387
71.4883 13.314
72.0242 13.413
72.025 13.334
72.1595 13.421
72.5275 13.369
76.1116 13.485
78.1462 13.428
78.5147 13.451
78.7215 13.505
80.9354 13.589
81.1888 13.488
82.2031 13.531
83.1992 13.508
84.1711 13.525
84.5251 13.528
84.9499 13.541
85.1753 13.554
86.4905 13.555
87.1717 13.569
88.8963 13.609
89.1931 13.603
90.3041 13.646
91.1826 13.626
91.5002 13.629
92.1716 13.638
92.4784 13.625
92.7789 13.676
93.1527 13.656
94.1468 13.671
94.8373 13.750
95.1981 13.685
95.4832 13.668
96.4656 13.691
96.9095 13.753
97.1866 13.698
97.4611 13.685
98.4568 13.696
98.9142 13.797
99.2004 13.726
99.4644 13.709
100.461 13.777
102.66 13.804
104.534 13.890
105.175 13.807
106.733 13.846
108.07 13.915
112.95 13.961
116.18 13.988
116.893 13.981
117.141 13.989
119.19 14.007
120.17 14.013
122.123 14.071
125.215 14.1
126.154 14.117
126.185 14.111
127.08 14.124
133.435 14.216
134.439 14.245
135.383 14.241
136.078 14.247
136.421 14.27
137.103 14.276
137.351 14.266
139.068 14.282
141.077 14.383
142.119 14.285
144.168 14.363
145.075 14.423
148.052 14.395
149.522 14.482
152.536 14.532
153.133 14.53
154.098 14.549
155.538 14.525
156.004 14.581
156.328 14.565
158.406 14.606
159.5 14.713
160.297 14.62
161.476 14.676
162.278 14.658
166.273 14.754
174.247 14.869
175.983 14.844
176.98 14.873
179.471 14.917
180.928 14.947
181.225 14.925
182.45 15.031
183.417 15.016
184.442 15.001
185.531 15.019
186.451 15.047
187.296 15.108
187.918 15.032
188.938 15.067
189.137 15.044
190.429 15.097
190.942 15.055
191.172 15.091
194.404 15.148
197.117 15.139
199.011 15.209
199.092 15.211
200.977 15.241
201.146 15.267
201.954 15.259
203.022 15.26
203.406 15.382
204.093 15.283
204.365 15.405
205.069 15.319
206.07 15.356
206.243 15.371
206.944 15.42
210.115 15.355
210.956 15.443
211.206 15.444
212.078 15.361
212.216 15.466
213.2 15.529
213.93 15.456
215.856 15.44
216.084 15.45
216.196 15.462
217.02 15.461
217.19 15.528
218.488 15.519
219.036 15.516
219.244 15.547
219.961 15.574
221.184 15.588
230.154 15.643
232.151 15.721
236.145 15.829
238.041 15.784
242.836 15.887
246.862 15.979
247.088 15.902
247.838 15.971
248.048 15.974
248.115 15.931
250.116 15.955
251.437 16.057
253.118 16.021
253.848 16.091
254.07 15.997
254.964 16.047
255.119 16.118
259.92 16.044
260.986 16.17
267.963 16.256
268.133 16.251
269.142 16.324
270.129 16.142
273.139 16.293
275.373 16.291
277.146 16.288
289.139 16.463
292.152 16.523
295.935 16.604
297.949 16.492
299.144 16.642
301.141 16.625
305.148 16.659
307.137 16.785
312.872 16.79
314.885 16.748
316.872 16.848
328.921 16.974
338.963 17.064
342.851 17.274
343.904 17.277
